event_id,source,event_type,utc_time,ra_deg,dec_deg,pos_error_deg,strength_signal
GRB 791222B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044229+00:00,,,0.806766605,5.94E-09
GRB 791226,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044233+00:00,,,0.537622843,3.76E-09
GRB 791226,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044233+00:00,,,1.484836413,3.76E-09
GRB 791226,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044233+00:00,,,1.258375242,3.76E-09
GRB 791226,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044233+00:00,266.159,-26.451,1.513992742,3.76E-09
GRB 791229,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044236+00:00,,,0.858139633,1.74E-08
GRB 791230,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044237+00:00,,,1.524710639,1.91E-06
GRB 800102,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044240+00:00,,,0.619708443,2.51E-09
GRB 800103,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044241+00:00,,,1.328929273,
GRB 800103,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044241+00:00,,,1.164394332,
GRB 800103,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044241+00:00,30.36,-34.19,1.582807511,
GRB 800105,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044243+00:00,,,0.967538326,2.02E-07
GRB 800105,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044243+00:00,,,1.849447588,2.02E-07
GRB 800105,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044243+00:00,,,0.682411072,2.02E-07
GRB 800105,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044243+00:00,,,1.406370207,2.02E-07
GRB 800105,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044243+00:00,13.75,7.87,0.609450018,2.02E-07
GRB 800112,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044250+00:00,,,1.675353059,1.30E-08
GRB 800115,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044253+00:00,,,0.778356618,
GRB 800116,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044254+00:00,180.64,0.22,0.514025601,1.14E-07
GRB 800116,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044254+00:00,,,1.971396865,1.14E-07
GRB 800126,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044264+00:00,,,1.904161347,3.22E-09
GRB 800213,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044282+00:00,105.07,-15.37,0.71936095,3.54E-07
GRB 800213,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044282+00:00,,,1.509797944,3.54E-07
GRB 800228,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044297+00:00,,,0.914000516,7.08E-08
GRB 800307,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044305+00:00,,,1.420023768,1.26E-07
GRB 800322,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044320+00:00,,,1.560022757,2.73E-07
GRB 800324,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044322+00:00,,,1.947451471,1.08E-07
GRB 800331,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044329+00:00,,,1.536879917,1.91E-07
GRB 800408,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044337+00:00,,,1.412636671,2.13E-07
GRB 800410,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044339+00:00,,,1.229046984,1.04E-07
GRB 800412A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044341+00:00,,,1.38617587,9.81E-08
GRB 800412B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044341+00:00,,,1.141321197,1.09E-07
GRB 800417,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044346+00:00,,,1.826175401,2.94E-07
GRB 800419,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044348+00:00,,,1.508449079,3.16E-07
GRB 800419,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044348+00:00,,,1.030135015,3.16E-07
GRB 800421,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044350+00:00,,,1.424832028,3.32E-08
GRB 800512,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044371+00:00,,,1.199854641,1.04E-07
GRB 800512,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044371+00:00,,,0.971866329,1.04E-07
GRB 800514,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044373+00:00,,,0.57687207,9.26E-08
GRB 800519,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044378+00:00,,,1.803418486,6.76E-08
GRB 800524,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044383+00:00,,,0.514781832,9.54E-08
GRB 800524,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044383+00:00,,,1.651469796,9.54E-08
GRB 800525,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044384+00:00,,,1.404950942,3.16E-07
GRB 800602,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044392+00:00,,,1.940393228,2.94E-07
GRB 800602,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044392+00:00,,,1.24593328,2.94E-07
GRB 800706,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044426+00:00,,,1.652298415,9.59E-08
GRB 800709B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044429+00:00,,,1.404063495,1.14E-07
GRB 800709A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044429+00:00,,,1.61452739,1.58E-07
GRB 800709A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044429+00:00,,,1.147196756,1.58E-07
GRB 800727,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044447+00:00,,,0.565468735,1.09E-07
GRB 800806,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044457+00:00,,,1.976133088,3.82E-07
GRB 800812,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044463+00:00,,,1.851703545,2.88E-08
GRB 800815,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044466+00:00,,,1.448977989,1.43E-07
GRB 800919,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044501+00:00,,,0.830162815,6.59E-08
GRB 800920,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044502+00:00,,,1.27170756,3.05E-08
GRB 801016,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044528+00:00,,,1.199505397,3.27E-08
GRB 801017,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044529+00:00,,,1.390425607,1.20E-07
GRB 801026,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044538+00:00,,,1.145490293,3.27E-08
GRB 801119B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044562+00:00,,,1.792477507,9.37E-08
GRB 801119A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044562+00:00,,,1.54025978,9.81E-08
GRB 801205,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044578+00:00,,,0.677342672,5.02E-07
GRB 801210,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044583+00:00,,,1.606263167,2.40E-07
GRB 801220A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044593+00:00,,,0.809929105,1.80E-07
GRB 801220B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044593+00:00,,,1.909957829,8.13E-07
GRB 810101,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044605+00:00,,,1.587117936,1.04E-07
GRB 810107,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044611+00:00,,,0.574433441,2.94E-08
GRB 810113,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044617+00:00,,,1.82850666,1.20E-07
GRB 810127,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044631+00:00,,,0.854684002,2.34E-08
GRB 810129B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044633+00:00,,,1.45932374,9.81E-08
GRB 810129A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044633+00:00,,,1.740672592,7.57E-08
GRB 810214,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044649+00:00,,,1.951197171,1.96E-07
GRB 810225,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044660+00:00,,,1.896312659,1.09E-08
GRB 810228,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044663+00:00,,,1.607009463,1.53E-07
GRB 810228,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044663+00:00,,,1.909065893,1.53E-07
GRB 810301,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044664+00:00,,,1.055533208,8.28E-08
GRB 810304,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044667+00:00,,,1.848920337,2.07E-08
GRB 810408,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044702+00:00,,,1.944303666,2.61E-08
GRB 810424A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044718+00:00,,,1.504057481,8.12E-08
GRB 810424B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044718+00:00,,,1.807492812,2.45E-07
GRB 810511,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044735+00:00,,,1.937248018,1.96E-07
GRB 810605B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044760+00:00,,,1.089114962,2.24E-07
GRB 810605A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044760+00:00,,,0.81670514,3.16E-08
GRB 810611,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044766+00:00,,,1.251665076,9.26E-08
GRB 810709,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044794+00:00,,,0.925360429,1.53E-07
GRB 810721,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044806+00:00,,,1.124156231,1.20E-07
GRB 810721,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044806+00:00,,,0.982848482,1.20E-07
GRB 810721,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044806+00:00,,,1.173195958,1.20E-07
GRB 810801A,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044817+00:00,,,1.06602528,5.39E-08
GRB 810801B,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044817+00:00,,,0.580098712,1.47E-07
GRB 810805,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044821+00:00,,,1.018647952,9.81E-08
GRB 810805,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044821+00:00,,,1.752468982,9.81E-08
GRB 810814,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044830+00:00,,,0.977429663,2.19E-07
GRB 810829,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044845+00:00,,,1.106322384,1.04E-07
GRB 810902,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044849+00:00,,,0.627963936,2.29E-07
GRB 810905,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044852+00:00,,,0.506801218,7.63E-08
GRB 810906,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044853+00:00,,,1.947779278,1.14E-07
GRB 810906,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044853+00:00,,,0.830319012,1.14E-07
GRB 810909,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044856+00:00,,,0.699567574,2.50E-08
GRB 810926,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044873+00:00,,,1.369281508,3.00E-07
GRB 810930,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044877+00:00,,,1.891993403,2.24E-07
GRB 811006,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044883+00:00,,,1.299644189,2.99E-08
GRB 811016,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044893+00:00,,,0.631746948,1.91E-06
GRB 811016,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044893+00:00,,,1.90881786,1.91E-06
GRB 811023,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044900+00:00,,,1.074038555,3.81E-08
GRB 811102,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044910+00:00,,,1.359209192,3.38E-08
GRB 811201,HEASARC:GRBCAT,GRB,1970-01-01 00:00:00.000044939+00:00,,,1.053489735,
